compound,structure,eform_ev_atom,edecomp_ev_fu,gap_prescreen_ev,theory
Cu1Ag1Ba1Zr1Se4,kesterite,-0.8488,1.6545,0.799,PBEsol
Cu1Ag1Ba1Zr1Te4,kesterite,-0.4315,2.5586,0.353,PBEsol
Cu1Ag1Ca1Ge1Se4,kesterite,-0.5599,0.6506,0.665,PBEsol
Cu1Ag1Ca1Ge1Te4,kesterite,-0.3004,,0.292,PBEsol
Cu1Ag1Ca1Ge1Te4,stannite,-0.2769,,0.798,PBEsol
Cu1Ag1Ca1Sn1Se4,kesterite,-0.5889,0.7956,0.463,PBEsol
Cu1Ag1Ca1Sn1Te4,stannite,-0.2942,,0.834,PBEsol
Cu1Ag1Ca1Zr1S4,stannite,-1.0385,1.063,1.505,PBEsol
Cu1Ag1Ca1Zr1Te4,kesterite,-0.5082,1.7277,0.785,PBEsol
Cu1Ag1Ca1Zr1Te4,stannite,-0.5066,1.7402,0.841,PBEsol
Cu1Ag1Cd1Ge1S4,kesterite,-0.3632,-0.3984,0.662,PBEsol
Cu1Ag1Cd1Ge1S4,stannite,-0.3767,-0.506,0.495,PBEsol
Cu1Ag1Cd1Ge1Se4,kesterite,-0.2916,-0.1715,0.057,PBEsol
Cu1Ag1Cd1Ge1Se4,stannite,-0.3015,-0.2507,0.614,PBEsol
Cu1Ag1Cd1Ge1Te4,kesterite,-0.0614,,0.035,PBEsol
Cu1Ag1Cd1Ge1Te4,stannite,-0.0702,,0.095,PBEsol
Cu1Ag1Cd1Sn1S4,kesterite,-0.3737,-0.2065,0.177,PBEsol
Cu1Ag1Cd1Sn1Se4,kesterite,-0.3188,-0.0126,0.556,PBEsol
Cu1Ag1Cd1Sn1Se4,stannite,-0.337,-0.1585,0.0,PBEsol
Cu1Ag1Cd1Sn1Te4,kesterite,-0.0972,,0.045,PBEsol
Cu1Ag1Cd1Sn1Te4,stannite,-0.0847,,0.123,PBEsol
Cu1Ag1Cd1Zr1S4,stannite,-0.7033,0.5762,1.081,PBEsol
Cu1Ag1Cd1Zr1Se4,kesterite,-0.5738,0.903,0.89,PBEsol
Cu1Ag1Cd1Zr1Se4,stannite,-0.5749,0.8945,0.857,PBEsol
Cu1Ag1Cd1Zr1Te4,kesterite,-0.2095,1.5665,0.559,PBEsol
Cu1Ag1Cd1Zr1Te4,stannite,-0.2484,1.2555,0.619,PBEsol
Cu1Ag1Mg1Ge1S4,kesterite,-0.5645,-0.2638,1.086,PBEsol
Cu1Ag1Mg1Ge1S4,stannite,-0.5718,-0.3226,0.872,PBEsol
Cu1Ag1Mg1Ge1Se4,kesterite,-0.4518,-0.1236,0.465,PBEsol
Cu1Ag1Mg1Ge1Se4,stannite,-0.4571,-0.1658,0.259,PBEsol
Cu1Ag1Mg1Ge1Te4,kesterite,-0.1787,,0.261,PBEsol
Cu1Ag1Mg1Ge1Te4,stannite,-0.1809,,0.305,PBEsol
Cu1Ag1Mg1Sn1S4,kesterite,-0.5676,-0.0125,0.616,PBEsol
Cu1Ag1Mg1Sn1S4,stannite,-0.5712,-0.0413,0.469,PBEsol
Cu1Ag1Mg1Sn1Se4,kesterite,-0.4818,0.0125,0.216,PBEsol
Cu1Ag1Mg1Sn1Se4,stannite,-0.4837,-0.0022,0.071,PBEsol
Cu1Ag1Mg1Sn1Te4,kesterite,-0.2075,,0.312,PBEsol
Cu1Ag1Mg1Sn1Te4,stannite,-0.2103,,0.314,PBEsol
Cu1Ag1Mg1Zr1Se4,stannite,-0.7353,0.9407,1.19,PBEsol
Cu1Ag1Mg1Zr1Te4,kesterite,-0.3818,1.0825,0.84,PBEsol
Cu1Ag1Mg1Zr1Te4,stannite,-0.3395,1.4209,0.804,PBEsol
Cu1Ag1Zn1Ge1S4,kesterite,-0.4171,-0.4353,0.856,PBEsol
Cu1Ag1Zn1Ge1S4,stannite,-0.4164,-0.4289,0.545,PBEsol
Cu1Ag1Zn1Ge1Se4,kesterite,-0.3255,-0.2223,0.182,PBEsol
Cu1Ag1Zn1Ge1Se4,stannite,-0.3204,-0.1822,0.0,PBEsol
Cu1Ag1Zn1Ge1Te4,kesterite,-0.0965,,0.136,PBEsol
Cu1Ag1Zn1Ge1Te4,stannite,-0.0886,,0.05,PBEsol
Cu1Ag1Zn1Sn1S4,kesterite,-0.421,-0.1904,0.375,PBEsol
Cu1Ag1Zn1Sn1S4,stannite,-0.4213,-0.1926,0.181,PBEsol
Cu1Ag1Zn1Sn1Se4,kesterite,-0.3538,-0.0726,0.041,PBEsol
Cu1Ag1Zn1Sn1Se4,stannite,-0.3504,-0.0453,0.0,PBEsol
Cu1Ag1Zn1Sn1Te4,kesterite,-0.1272,,0.176,PBEsol
Cu1Ag1Zn1Sn1Te4,stannite,-0.1209,,0.082,PBEsol
Cu1Ag1Zn1Zr1Se4,stannite,-0.5924,0.9748,0.846,PBEsol
Cu1Ag1Zn1Zr1Te4,kesterite,-0.2721,1.117,0.506,PBEsol
Cu1Ag1Zn1Zr1Te4,stannite,-0.2357,1.4075,0.504,PBEsol
Cu1Al0.5Ga0.5S2,kesterite,-0.7182,-0.494,1.215,PBEsol
Cu1Al0.5Ga0.5S2,stannite,-0.7064,-0.4471,1.0,PBEsol
Cu1Al0.5Ga0.5Te2,kesterite,-0.2598,-0.4611,0.716,PBEsol
Cu1Al0.5Ga0.5Te2,stannite,-0.2541,-0.4385,0.262,PBEsol
Cu1Al0.5In0.5S2,kesterite,-0.6533,-0.3662,0.834,PBEsol
Cu1Al0.5In0.5S2,stannite,-0.6586,-0.3875,0.616,PBEsol
Cu1Al0.5In0.5Se2,kesterite,-0.5209,-0.3069,0.316,PBEsol
Cu1Al0.5In0.5Se2,stannite,-0.5234,-0.3169,0.149,PBEsol
Cu1Al0.5In0.5Te2,kesterite,-0.2463,-0.4299,0.658,PBEsol
Cu1Al0.5In0.5Te2,stannite,-0.2486,-0.4392,0.358,PBEsol
Cu1Al1S1Te1,kesterite,-0.5015,-0.2337,1.255,PBEsol
Cu1Al1S1Te1,stannite,-0.486,-0.1718,0.405,PBEsol
Cu1Al1S2,kesterite,-0.8301,-0.4545,1.857,PBEsol
Cu1Al1S2,stannite,-0.8203,-0.415,1.527,PBEsol
Cu1Al1Se1Te1,kesterite,-0.4424,-0.3312,0.961,PBEsol
Cu1Al1Se1Te1,stannite,-0.4283,-0.2745,0.494,PBEsol
Cu1Al1Se2,kesterite,-0.6307,-0.3242,1.029,PBEsol
Cu1Al1Se2,stannite,-0.6199,-0.281,0.739,PBEsol
Cu1Al1Te2,kesterite,-0.2911,-0.4148,1.242,PBEsol
Cu1Al1Te2,stannite,-0.2772,-0.3588,0.723,PBEsol
Cu1Ga0.5In0.5S2,kesterite,-0.5415,-0.389,0.537,PBEsol
Cu1Ga0.5In0.5S2,stannite,-0.5474,-0.4124,0.318,PBEsol
Cu1Ga0.5In0.5Se2,kesterite,-0.4472,-0.3289,0.024,PBEsol
Cu1Ga0.5In0.5Se2,stannite,-0.4533,-0.3533,0.978,PBEsol
Cu1Ga0.5In0.5Te2,kesterite,-0.2144,-0.4564,0.307,PBEsol
Cu1Ga0.5In0.5Te2,stannite,-0.2178,-0.4701,0.035,PBEsol
Cu1Ga1S1Se1,kesterite,-0.5326,-0.4204,0.666,PBEsol
Cu1Ga1S1Se1,stannite,-0.5198,-0.3691,0.193,PBEsol
Cu1Ga1S1Te1,kesterite,-0.3614,-0.2972,0.552,PBEsol
Cu1Ga1S1Te1,stannite,-0.3402,-0.2123,0.051,PBEsol
Cu1Ga1S2,kesterite,-0.604,-0.4894,0.946,PBEsol
Cu1Ga1S2,stannite,-0.595,-0.4534,0.614,PBEsol
Cu1Ga1Se1Te1,kesterite,-0.3355,-0.3743,0.343,PBEsol
Cu1Ga1Se1Te1,stannite,-0.33,-0.3523,0.378,PBEsol
Cu1Ga1Se2,kesterite,-0.4794,-0.3531,0.232,PBEsol
Cu1Ga1Se2,stannite,-0.4701,-0.3158,0.003,PBEsol
Cu1Ga1Te2,kesterite,-0.2203,-0.4394,0.475,PBEsol
Cu1Ga1Te2,stannite,-0.2227,-0.4489,0.023,PBEsol
Cu1In1S1Se1,kesterite,-0.455,-0.3287,1.172,PBEsol
Cu1In1S1Se1,stannite,-0.4525,-0.3185,1.195,PBEsol
Cu1In1S1Te1,kesterite,-0.3099,-0.2453,0.135,PBEsol
Cu1In1S1Te1,stannite,-0.3129,-0.2572,0.256,PBEsol
Cu1In1S2,kesterite,-0.4956,-0.3191,0.112,PBEsol
Cu1In1S2,stannite,-0.4835,-0.2706,0.038,PBEsol
Cu1In1Se1Te1,kesterite,-0.3044,-0.3596,0.769,PBEsol
Cu1In1Se1Te1,stannite,-0.3049,-0.3615,0.192,PBEsol
Cu1In1Se2,kesterite,-0.4274,-0.3188,1.174,PBEsol
Cu1In1Se2,stannite,-0.4262,-0.3141,1.083,PBEsol
Cu1In1Te2,kesterite,-0.1966,-0.3899,0.126,PBEsol
Cu1In1Te2,stannite,-0.2025,-0.4136,0.012,PBEsol
Cu2Ba0.5Cd0.5Ge1S4,stannite,-0.5386,-0.1414,0.686,PBEsol
Cu2Ba0.5Cd0.5Ge1Se4,kesterite,-0.4051,0.359,0.095,PBEsol
Cu2Ba0.5Cd0.5Ge1Se4,stannite,-0.4335,0.1322,0.162,PBEsol
Cu2Ba0.5Cd0.5Sn1S4,kesterite,-0.5203,0.2811,0.28,PBEsol
Cu2Ba0.5Cd0.5Sn1S4,stannite,-0.5271,0.2264,0.358,PBEsol
Cu2Ba0.5Cd0.5Sn1Se4,kesterite,-0.4339,0.5053,0.578,PBEsol
Cu2Ba0.5Cd0.5Sn1Se4,stannite,-0.45,0.3765,0.696,PBEsol
Cu2Ba0.5Cd0.5Sn1Te4,kesterite,-0.1252,,0.03,PBEsol
Cu2Ba0.5Cd0.5Sn1Te4,stannite,-0.2392,,0.149,PBEsol
Cu2Ba0.5Cd0.5Zr1S4,kesterite,-0.8651,0.9419,1.065,PBEsol
Cu2Ba0.5Cd0.5Zr1S4,stannite,-0.8565,1.0105,0.849,PBEsol
Cu2Ba0.5Cd0.5Zr1Se4,kesterite,-0.7006,1.3278,0.856,PBEsol
Cu2Ba0.5Cd0.5Zr1Se4,stannite,-0.6885,1.4247,0.592,PBEsol
Cu2Ba0.5Cd0.5Zr1Te4,kesterite,-0.2903,2.029,0.484,PBEsol
Cu2Ba0.5Zn0.5Ge1S4,stannite,-0.5293,0.1305,0.575,PBEsol
Cu2Ba0.5Zn0.5Ge1Se4,kesterite,-0.4228,0.3282,0.092,PBEsol
Cu2Ba0.5Zn0.5Ge1Se4,stannite,-0.4235,0.3222,0.038,PBEsol
Cu2Ba0.5Zn0.5Ge1Te4,stannite,-0.1875,,0.036,PBEsol
Cu2Ba0.5Zn0.5Sn1S4,kesterite,-0.5395,0.3246,0.323,PBEsol
Cu2Ba0.5Zn0.5Sn1S4,stannite,-0.5308,0.3945,0.329,PBEsol
Cu2Ba0.5Zn0.5Sn1Se4,kesterite,-0.4462,0.5175,0.625,PBEsol
Cu2Ba0.5Zn0.5Sn1Se4,stannite,-0.4586,0.4179,0.439,PBEsol
Cu2Ba0.5Zn0.5Sn1Te4,kesterite,-0.2226,,0.0,PBEsol
Cu2Ba0.5Zn0.5Sn1Te4,stannite,-0.2269,,0.049,PBEsol
Cu2Ba0.5Zn0.5Zr1S4,kesterite,-0.8811,1.0115,1.014,PBEsol
Cu2Ba0.5Zn0.5Zr1S4,stannite,-0.8655,1.1359,0.772,PBEsol
Cu2Ba0.5Zn0.5Zr1Se4,kesterite,-0.7093,1.3684,0.772,PBEsol
Cu2Ba0.5Zn0.5Zr1Se4,stannite,-0.6938,1.4922,0.516,PBEsol
Cu2Ba0.5Zn0.5Zr1Te4,stannite,-0.2894,2.0618,0.146,PBEsol
Cu2Ba1Ge0.5Zr0.5S4,kesterite,-0.8161,0.9688,0.701,PBEsol
Cu2Ba1Ge0.5Zr0.5S4,stannite,-0.9256,0.0925,0.578,PBEsol
Cu2Ba1Ge0.5Zr0.5Se4,kesterite,-0.6796,1.3051,0.359,PBEsol
Cu2Ba1Ge0.5Zr0.5Te4,kesterite,-0.3726,,0.05,PBEsol
Cu2Ba1Ge0.5Zr0.5Te4,stannite,-0.3115,,0.043,PBEsol
Cu2Ba1Ge1S1Se1Te2,stannite,-0.4513,,0.257,PBEsol
Cu2Ba1Ge1S1Se2Te1,kesterite,-0.4891,,0.322,PBEsol
Cu2Ba1Ge1S1Se3,stannite,-0.639,0.0814,0.741,PBEsol
Cu2Ba1Ge1S1Te3,kesterite,-0.3686,,0.015,PBEsol
Cu2Ba1Ge1S1Te3,stannite,-0.4389,,0.023,PBEsol
Cu2Ba1Ge1S2Se1Te1,stannite,-0.6175,,0.625,PBEsol
Cu2Ba1Ge1S2Se2,kesterite,-0.5694,0.7714,0.246,PBEsol
Cu2Ba1Ge1S2Se2,stannite,-0.7096,-0.3498,0.585,PBEsol
Cu2Ba1Ge1S2Te2,kesterite,-0.3798,,0.432,PBEsol
Cu2Ba1Ge1S3Se1,stannite,-0.7225,-0.2995,0.952,PBEsol
Cu2Ba1Ge1S3Te1,stannite,-0.6264,,0.738,PBEsol
Cu2Ba1Ge1S4,kesterite,-0.6279,0.6445,0.629,PBEsol
Cu2Ba1Ge1S4,stannite,-0.7728,-0.5149,0.75,PBEsol
Cu2Ba1Ge1Se4,kesterite,-0.5266,0.8809,0.656,PBEsol
Cu2Ba1Ge1Se4,stannite,-0.6682,-0.2525,0.041,PBEsol
Cu2Ba1Ge1Te4,kesterite,-0.2627,,0.0,PBEsol
Cu2Ba1Ge1Te4,stannite,-0.3788,,0.387,PBEsol
Cu2Ba1Sn0.25Zr0.75S2Se2,kesterite,-0.8518,1.2155,0.736,PBEsol
Cu2Ba1Sn0.25Zr0.75S4,kesterite,-0.9124,1.1946,0.889,PBEsol
Cu2Ba1Sn0.25Zr0.75S4,stannite,-0.9987,0.5036,0.508,PBEsol
Cu2Ba1Sn0.25Zr0.75Se4,kesterite,-0.7847,1.395,0.618,PBEsol
Cu2Ba1Sn0.25Zr0.75Se4,stannite,-0.8269,1.0576,0.632,PBEsol
Cu2Ba1Sn0.5Ge0.5S4,stannite,-0.7588,-0.2832,0.557,PBEsol
Cu2Ba1Sn0.5Ge0.5Te4,kesterite,-0.2846,,0.057,PBEsol
Cu2Ba1Sn0.5Zr0.5S2Se2,stannite,-0.8187,0.6794,0.639,PBEsol
Cu2Ba1Sn0.5Zr0.5S4,kesterite,-0.8232,1.0496,0.623,PBEsol
Cu2Ba1Sn0.5Zr0.5S4,stannite,-0.9171,0.2984,0.321,PBEsol
Cu2Ba1Sn0.5Zr0.5Se4,kesterite,-0.7136,1.2215,0.289,PBEsol
Cu2Ba1Sn0.5Zr0.5Se4,stannite,-0.766,0.8023,0.416,PBEsol
Cu2Ba1Sn0.5Zr0.5Te4,stannite,-0.2999,,0.335,PBEsol
Cu2Ba1Sn0.75Zr0.25S2Se2,stannite,-0.7718,0.2613,0.36,PBEsol
Cu2Ba1Sn0.75Zr0.25S4,stannite,-0.8365,0.0919,0.215,PBEsol
Cu2Ba1Sn0.75Zr0.25Se4,kesterite,-0.6437,1.0446,0.162,PBEsol
Cu2Ba1Sn0.75Zr0.25Se4,stannite,-0.7066,0.5417,0.319,PBEsol
Cu2Ba1Sn1S1Se3,stannite,-0.6767,0.1311,0.285,PBEsol
Cu2Ba1Sn1S1Te3,stannite,-0.3647,,0.279,PBEsol
Cu2Ba1Sn1S2Se2,kesterite,-0.6049,0.8136,0.113,PBEsol
Cu2Ba1Sn1S2Se2,stannite,-0.6998,0.0549,0.124,PBEsol
Cu2Ba1Sn1S3Se1,stannite,-0.7199,0.0228,0.453,PBEsol
Cu2Ba1Sn1S3Te1,kesterite,-0.574,,0.229,PBEsol
Cu2Ba1Sn1S3Te1,stannite,-0.6397,,0.546,PBEsol
Cu2Ba1Sn1S4,kesterite,-0.6491,0.7505,0.748,PBEsol
Cu2Ba1Sn1S4,stannite,-0.7464,-0.0281,0.483,PBEsol
Cu2Ba1Sn1Se2Te2,kesterite,-0.43,,0.321,PBEsol
Cu2Ba1Sn1Se2Te2,stannite,-0.525,,0.468,PBEsol
Cu2Ba1Sn1Se4,kesterite,-0.5777,0.848,0.405,PBEsol
Cu2Ba1Sn1Se4,stannite,-0.6622,0.1721,0.226,PBEsol
Cu2Ba1Sn1Te4,kesterite,-0.3172,,0.395,PBEsol
Cu2Ba1Sn1Te4,stannite,-0.372,,0.411,PBEsol
Cu2Ba1Zr1S1Se2Te1,stannite,-0.7909,1.5848,0.483,PBEsol
Cu2Ba1Zr1S1Se3,kesterite,-0.8763,1.6061,0.71,PBEsol
Cu2Ba1Zr1S1Te3,kesterite,-0.5517,2.1984,0.348,PBEsol
Cu2Ba1Zr1S2Se1Te1,kesterite,-0.8319,1.491,0.445,PBEsol
Cu2Ba1Zr1S2Se2,kesterite,-0.9245,1.4446,0.704,PBEsol
Cu2Ba1Zr1S2Se2,stannite,-0.9959,0.8735,0.583,PBEsol
Cu2Ba1Zr1S2Te2,kesterite,-0.7209,1.7375,0.603,PBEsol
Cu2Ba1Zr1S2Te2,stannite,-0.7973,1.1259,0.994,PBEsol
Cu2Ba1Zr1S4,kesterite,-0.9999,1.3631,0.857,PBEsol
Cu2Ba1Zr1S4,stannite,-1.0824,0.7032,0.75,PBEsol
Cu2Ba1Zr1Se1Te3,stannite,-0.509,2.3063,0.322,PBEsol
Cu2Ba1Zr1Se2Te2,kesterite,-0.6625,1.7359,0.617,PBEsol
Cu2Ba1Zr1Se2Te2,stannite,-0.6465,1.8643,0.6,PBEsol
Cu2Ba1Zr1Se4,kesterite,-0.8539,1.5944,0.659,PBEsol
Cu2Ba1Zr1Se4,stannite,-0.9196,1.0695,0.331,PBEsol
Cu2Ba1Zr1Te4,kesterite,-0.5125,1.6531,0.348,PBEsol
Cu2Ba1Zr1Te4,stannite,-0.4162,2.4237,0.328,PBEsol
Cu2Ca0.5Ba0.5Ge1S4,kesterite,-0.6596,0.4747,0.84,PBEsol
Cu2Ca0.5Ba0.5Ge1S4,stannite,-0.7595,-0.3239,0.928,PBEsol
Cu2Ca0.5Ba0.5Ge1Se4,kesterite,-0.5366,0.7917,0.37,PBEsol
Cu2Ca0.5Ba0.5Ge1Se4,stannite,-0.5984,0.2971,0.721,PBEsol
Cu2Ca0.5Ba0.5Sn1S4,kesterite,-0.6742,0.6343,0.549,PBEsol
Cu2Ca0.5Ba0.5Sn1S4,stannite,-0.7056,0.3829,0.821,PBEsol
Cu2Ca0.5Ba0.5Sn1Se4,kesterite,-0.5647,0.9432,0.222,PBEsol
Cu2Ca0.5Ba0.5Sn1Se4,stannite,-0.5937,0.7119,0.506,PBEsol
Cu2Ca0.5Ba0.5Sn1Te4,kesterite,-0.256,,0.107,PBEsol
Cu2Ca0.5Ba0.5Sn1Te4,stannite,-0.2827,,0.626,PBEsol
Cu2Ca0.5Ba0.5Zr1S4,kesterite,-1.0227,1.2655,1.063,PBEsol
Cu2Ca0.5Ba0.5Zr1S4,stannite,-1.0339,1.1757,1.268,PBEsol
Cu2Ca0.5Ba0.5Zr1Se4,kesterite,-0.8468,1.6425,0.883,PBEsol
Cu2Ca0.5Ba0.5Zr1Se4,stannite,-0.8487,1.6274,0.917,PBEsol
Cu2Ca0.5Ba0.5Zr1Te4,kesterite,-0.49,1.707,0.658,PBEsol
Cu2Ca0.5Cd0.5Ge1S4,kesterite,-0.5565,-0.1824,0.822,PBEsol
Cu2Ca0.5Cd0.5Ge1S4,stannite,-0.5801,-0.3714,0.845,PBEsol
Cu2Ca0.5Cd0.5Ge1Se4,kesterite,-0.4432,0.0637,0.245,PBEsol
Cu2Ca0.5Cd0.5Ge1Se4,stannite,-0.4634,-0.0985,0.278,PBEsol
Cu2Ca0.5Cd0.5Ge1Te4,stannite,-0.1899,,0.278,PBEsol
Cu2Ca0.5Cd0.5Sn1S4,kesterite,-0.5622,0.0483,0.409,PBEsol
Cu2Ca0.5Cd0.5Sn1S4,stannite,-0.5691,-0.0071,0.44,PBEsol
Cu2Ca0.5Cd0.5Sn1Se4,kesterite,-0.4688,0.2352,0.052,PBEsol
Cu2Ca0.5Cd0.5Sn1Se4,stannite,-0.4789,0.1542,0.091,PBEsol
Cu2Ca0.5Cd0.5Sn1Te4,kesterite,-0.1667,,0.209,PBEsol
Cu2Ca0.5Cd0.5Sn1Te4,stannite,-0.1773,,0.28,PBEsol
Cu2Ca0.5Cd0.5Zr1S4,kesterite,-0.8946,0.8082,1.154,PBEsol
Cu2Ca0.5Cd0.5Zr1S4,stannite,-0.8949,0.8059,0.973,PBEsol
Cu2Ca0.5Cd0.5Zr1Se4,kesterite,-0.7289,1.1106,0.928,PBEsol
Cu2Ca0.5Cd0.5Zr1Se4,stannite,-0.7192,1.1883,0.738,PBEsol
Cu2Ca0.5Cd0.5Zr1Te4,kesterite,-0.3027,1.8209,0.643,PBEsol
Cu2Ca0.5Cd0.5Zr1Te4,stannite,-0.3508,1.4362,0.433,PBEsol
Cu2Ca0.5Sr0.5Ge1S4,kesterite,-0.6875,0.3481,0.922,PBEsol
Cu2Ca0.5Sr0.5Ge1S4,stannite,-0.7543,-0.1865,1.351,PBEsol
Cu2Ca0.5Sr0.5Ge1Se4,kesterite,-0.5572,0.6739,0.343,PBEsol
Cu2Ca0.5Sr0.5Ge1Se4,stannite,-0.6161,0.2028,0.754,PBEsol
Cu2Ca0.5Sr0.5Ge1Te4,kesterite,-0.219,,0.19,PBEsol
Cu2Ca0.5Sr0.5Ge1Te4,stannite,-0.2682,,0.648,PBEsol
Cu2Ca0.5Sr0.5Sn1S4,kesterite,-0.6977,0.5421,0.599,PBEsol
Cu2Ca0.5Sr0.5Sn1S4,stannite,-0.7211,0.3553,0.837,PBEsol
Cu2Ca0.5Sr0.5Sn1Se4,kesterite,-0.5853,0.8252,0.276,PBEsol
Cu2Ca0.5Sr0.5Sn1Se4,stannite,-0.6097,0.6302,0.509,PBEsol
Cu2Ca0.5Sr0.5Sn1Te4,kesterite,-0.2387,,0.226,PBEsol
Cu2Ca0.5Sr0.5Zr1S4,kesterite,-1.0431,1.1983,1.14,PBEsol
Cu2Ca0.5Sr0.5Zr1S4,stannite,-1.058,1.0797,1.347,PBEsol
Cu2Ca0.5Sr0.5Zr1Se4,kesterite,-0.8597,1.5865,0.951,PBEsol
Cu2Ca0.5Sr0.5Zr1Se4,stannite,-0.8599,1.5848,0.878,PBEsol
Cu2Ca0.5Sr0.5Zr1Te4,kesterite,-0.4182,2.2645,0.647,PBEsol
Cu2Ca0.5Sr0.5Zr1Te4,stannite,-0.4921,1.6731,0.618,PBEsol
Cu2Ca0.5Zn0.5Ge1S4,kesterite,-0.5827,-0.1946,0.886,PBEsol
Cu2Ca0.5Zn0.5Ge1S4,stannite,-0.5861,-0.222,0.751,PBEsol
Cu2Ca0.5Zn0.5Ge1Se4,kesterite,-0.4622,0.0216,0.262,PBEsol
Cu2Ca0.5Zn0.5Ge1Se4,stannite,-0.4649,-0.0001,0.161,PBEsol
Cu2Ca0.5Zn0.5Ge1Te4,kesterite,-0.1699,,0.214,PBEsol
Cu2Ca0.5Zn0.5Ge1Te4,stannite,-0.187,,0.151,PBEsol
Cu2Ca0.5Zn0.5Sn1S4,kesterite,-0.5859,0.0553,0.472,PBEsol
Cu2Ca0.5Zn0.5Sn1S4,stannite,-0.5827,0.0816,0.42,PBEsol
Cu2Ca0.5Zn0.5Sn1Se4,kesterite,-0.485,0.2157,0.11,PBEsol
Cu2Ca0.5Zn0.5Sn1Se4,stannite,-0.4843,0.2215,0.047,PBEsol
Cu2Ca0.5Zn0.5Sn1Te4,kesterite,-0.1931,,0.252,PBEsol
Cu2Ca0.5Zn0.5Sn1Te4,stannite,-0.1899,,0.167,PBEsol
Cu2Ca0.5Zn0.5Zr1S4,kesterite,-0.9168,0.8274,1.102,PBEsol
Cu2Ca0.5Zn0.5Zr1S4,stannite,-0.9134,0.8548,0.89,PBEsol
Cu2Ca0.5Zn0.5Zr1Se4,kesterite,-0.7325,1.1922,0.86,PBEsol
Cu2Ca0.5Zn0.5Zr1Se4,stannite,-0.7298,1.2133,0.662,PBEsol
Cu2Ca0.5Zn0.5Zr1Te4,kesterite,-0.3172,1.7306,0.5,PBEsol
Cu2Ca0.5Zn0.5Zr1Te4,stannite,-0.3158,1.7421,0.337,PBEsol
Cu2Ca1Ge0.5Zr0.5S4,kesterite,-0.8723,0.723,1.021,PBEsol
Cu2Ca1Ge0.5Zr0.5S4,stannite,-0.9016,0.4883,1.22,PBEsol
Cu2Ca1Ge0.5Zr0.5Se4,kesterite,-0.7194,1.0048,0.593,PBEsol
Cu2Ca1Ge0.5Zr0.5Te4,stannite,-0.3505,,0.524,PBEsol
Cu2Ca1Ge1S2Se1Te1,kesterite,-0.5426,,0.238,PBEsol
Cu2Ca1Ge1S2Se2,kesterite,-0.6245,0.4421,0.806,PBEsol
Cu2Ca1Ge1S2Se2,stannite,-0.7097,-0.2391,0.863,PBEsol
Cu2Ca1Ge1S2Te2,kesterite,-0.4496,,0.414,PBEsol
Cu2Ca1Ge1S2Te2,stannite,-0.59,,0.387,PBEsol
Cu2Ca1Ge1S3Te1,kesterite,-0.5814,,0.194,PBEsol
Cu2Ca1Ge1S3Te1,stannite,-0.6618,,0.708,PBEsol
Cu2Ca1Ge1S4,kesterite,-0.7034,0.2445,1.094,PBEsol
Cu2Ca1Ge1S4,stannite,-0.7558,-0.1744,1.35,PBEsol
Cu2Ca1Ge1Se1Te3,kesterite,-0.323,,0.208,PBEsol
Cu2Ca1Ge1Se2Te2,kesterite,-0.4164,,0.229,PBEsol
Cu2Ca1Ge1Se3Te1,kesterite,-0.497,,0.149,PBEsol
Cu2Ca1Ge1Se4,kesterite,-0.5742,0.5177,0.474,PBEsol
Cu2Ca1Ge1Se4,stannite,-0.6225,0.1317,0.713,PBEsol
Cu2Ca1Ge1Te4,kesterite,-0.2888,,0.135,PBEsol
Cu2Ca1Ge1Te4,stannite,-0.3362,,0.654,PBEsol
Cu2Ca1Sn0.5Ge0.5S4,kesterite,-0.7042,0.3584,0.875,PBEsol
Cu2Ca1Sn0.5Ge0.5S4,stannite,-0.7414,0.0603,1.044,PBEsol
Cu2Ca1Sn0.5Ge0.5Se4,kesterite,-0.5844,0.6064,0.412,PBEsol
Cu2Ca1Sn0.5Ge0.5Te4,kesterite,-0.2714,,0.197,PBEsol
Cu2Ca1Sn0.5Zr0.5S4,kesterite,-0.8789,0.8081,1.029,PBEsol
Cu2Ca1Sn0.5Zr0.5S4,stannite,-0.8916,0.7066,1.01,PBEsol
Cu2Ca1Sn0.5Zr0.5Se4,kesterite,-0.7403,1.0257,0.68,PBEsol
Cu2Ca1Sn0.5Zr0.5Se4,stannite,-0.7356,1.0636,0.637,PBEsol
Cu2Ca1Sn0.5Zr0.5Te4,kesterite,-0.3453,,0.496,PBEsol
Cu2Ca1Sn0.5Zr0.5Te4,stannite,-0.3386,,0.534,PBEsol
Cu2Ca1Sn1S1Se2Te1,kesterite,-0.5629,,0.356,PBEsol
Cu2Ca1Sn1S1Se2Te1,stannite,-0.5853,,0.593,PBEsol
Cu2Ca1Sn1S1Se3,kesterite,-0.6331,0.5449,0.289,PBEsol
Cu2Ca1Sn1S1Te3,kesterite,-0.4202,,0.046,PBEsol
Cu2Ca1Sn1S1Te3,stannite,-0.4549,,0.425,PBEsol
Cu2Ca1Sn1S2Se1Te1,kesterite,-0.5736,,0.127,PBEsol
Cu2Ca1Sn1S2Se1Te1,stannite,-0.6506,,0.573,PBEsol
Cu2Ca1Sn1S2Se2,kesterite,-0.6499,0.5652,0.493,PBEsol
Cu2Ca1Sn1S2Se2,stannite,-0.7046,0.1273,0.526,PBEsol
